idx,annotation,so_title,so_api,target_api,overlap_api,unk_token
1227281,"unicode <unk> report 18 , section 2",What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,Pattern . compile Pattern . matcher Matcher . find Matcher . group Matcher . reset Matcher . find Matcher . group String . equals Pattern . compile Pattern . matcher Matcher . find Matcher . group Matcher . find Pattern . compile Pattern . matcher Pattern . compile Pattern . matcher Pattern . compile Pattern . matcher Matcher . find Matcher . group Matcher . reset Matcher . find Matcher . group String . equals Pattern . compile Pattern . matcher Matcher . group String . equals Matcher . find Pattern . compile Pattern . matcher Matcher . find Pattern . compile Pattern . matcher,pattern.compile pattern.matcher matcher.find matcher.group matcher.reset matcher.find matcher.group string.equals pattern.compile pattern.matcher matcher.find matcher.group matcher.find pattern.compile pattern.matcher pattern.compile pattern.matcher pattern.compile pattern.matcher matcher.find matcher.group matcher.reset matcher.find matcher.group string.equals pattern.compile pattern.matcher matcher.group string.equals matcher.find pattern.compile pattern.matcher matcher.find pattern.compile pattern.matcher,FALSE
1094417,get connection,"What does forName() method in the Class class do, when loading jdbc:odbc driver?","java.lang.Class.forName,java.sql.DriverManager.getConnection,java.lang.Class.forName,java.sql.DriverManager.getConnection",Map < String > . containsKey Map < String > . get,map.containskey map.get,FALSE
1540879,find a material in the model,Java - How expensive is a HashMap.get() call?,java.util.HashMap.get,String . toLowerCase ArrayList . get,string.tolowercase arraylist.get,FALSE
711214,test whether an identifier is a keyword of the language,Minimum base associated with a number,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",HashSet < String > . contains String . toUpperCase,hashset.contains string.touppercase,FALSE
1232143,decide what settings should be used for parsing content represented by the given url,If and Else statements are never reached in 2 Parts of program,"java.lang.String.equalsIgnoreCase,java.lang.String.equals,java.lang.String.equalsIgnoreCase,java.lang.String.equals",Pattern . matcher Matcher . find Matcher . group Pattern . quote Pattern . compile,pattern.matcher matcher.find matcher.group pattern.quote pattern.compile,FALSE
1028763,return camel cased version of a property name,easiest way to get every word except the last word from a string,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",Locale . getDefault String . substring,locale.getdefault string.substring,FALSE
1111174,set the y rotation for this object,if else Sorting program not sorting correctly,"java.lang.Math.max,java.lang.Math.min,java.lang.Math.max,java.lang.Math.min",Math . min Math . max,math.min math.max,FALSE
1489841,"look for a url in two possible forms : either a proper url with a known scheme or a domain name optionally followed by a path , query , or query",Regular expression in Java,"java.util.regex.Pattern.compile,java.lang.String.matches,java.util.regex.Pattern.compile,java.lang.String.matches",String . length String . charAt String . length String . substring String . charAt String . substring String . charAt Character . isDigit String . charAt String . length Character . isWhitespace String . substring,string.length string.charat string.length string.substring string.charat string.substring string.charat character.isdigit string.charat string.length character.iswhitespace string.substring,FALSE
661481,add <unk> remote files is a private helper function called by get available remote files,Marshalling List of Object without affecting existing list,java.util.List.add,"HashMap < String , FileDescriptor [] > . values ArrayList < FileDescriptor > . add",hashmap.values arraylist.add,FALSE
1230337,validate the name used for a table,"How to match letters only using java regex, matches method?","java.util.regex.Pattern.compile,java.lang.String.matches,java.util.regex.Pattern.compile,java.lang.String.matches",Pattern . compile Pattern . matcher,pattern.compile pattern.matcher,FALSE
1551140,add the <unk>,Array List - Index out of Bound Exception,java.util.ArrayList.add,String . trim List < String > . add,string.trim list.add,FALSE
1463828,parse a <unk> specific octal number,Minimum base associated with a number,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . indexOf String . substring,string.indexof string.substring,FALSE
1342403,calculate the jvm memory in use now,Getting OS memory size from java,java.lang.Runtime.exec,Runtime . freeMemory Runtime . totalMemory,runtime.freememory runtime.totalmemory,FALSE
760092,convert a string with the form hh : mm in minutes,convert String to arraylist of integers using wrapper class,"java.lang.String.split,java.lang.Integer.parseInt,java.lang.String.split,java.lang.Integer.parseInt",Integer . parseInt String . substring Integer . parseInt,integer.parseint string.substring integer.parseint,FALSE
1600556,display prompts and gets data for each instance data item,What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,StringBuffer . append String . indexOf StringBuffer . append,stringbuffer.append string.indexof stringbuffer.append,FALSE
1114997,"rotate the vector by an angle only 2D vectors , magnitude remains the same",Java AWT rotating ball,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . sin Math . cos Math . sin Math . cos,math.sin math.cos math.sin math.cos,FALSE
1023320,convert the bio coding of the ne information to a <unk> coding,Extract every complete word that contains a certain substring,"java.lang.String.split,java.util.regex.Pattern.quote,java.lang.String.split,java.util.regex.Pattern.quote",List < Token > . size List < Token > . get String . equals String . startsWith String . substring List < Token > . get String . substring String . equals String . startsWith List < Token > . get String . substring,list.size list.get string.equals string.startswith string.substring list.get string.substring string.equals string.startswith list.get string.substring,FALSE
969925,add the created page to the list and its path to the set,Marshalling List of Object without affecting existing list,java.util.List.add,List . add String . toLowerCase Set < String > . add,list.add string.tolowercase set.add,FALSE
1237212,label validation rfc <unk> sec,Minimum base associated with a number,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",Pattern . split String . isEmpty String . length,pattern.split string.isempty string.length,FALSE
1520365,check if <unk> is smaller than before <unk>,convert String to arraylist of integers using wrapper class,"java.lang.String.split,java.lang.Integer.parseInt,java.lang.String.split,java.lang.Integer.parseInt",String . split Integer . parseInt String . split Integer . parseInt,string.split integer.parseint string.split integer.parseint,FALSE
565700,delete any existing backups,Deleting files created with FileOutputStream,"java.io.File.createTempFile,java.io.File.deleteOnExit,java.io.File.createTempFile,java.io.File.deleteOnExit",File . listFiles File . getName,file.listfiles file.getname,FALSE
